시도,시군,관광지,내외국인 구분,2017년,2018년,2019년,2020년,2021년,2022년
경상남도,남해군,원예예술촌,내국인,298773.0,420559.0,362361.0,156272.0,122480.0,171050.0
경상남도,남해군,원예예술촌,외국인,0.0,0.0,0.0,34.0,0.0,0.0
경상남도,남해군,이순신영상관,내국인,21587.0,21010.0,29295.0,11389.0,11179.0,20600.0
경상남도,남해군,이순신영상관,외국인,0.0,0.0,0.0,0.0,0.0,0.0
경상남도,남해군,조도,내국인,,,,,14395.0,10569.0
경상남도,남해군,토피아랜드 테마정원,내국인,,,12350.0,18349.0,19088.0,11481.0
경상남도,남해군,파독전시관,내국인,274993.0,223829.0,264710.0,101491.0,161269.0,299700.0
경상남도,남해군,파독전시관,외국인,0.0,0.0,570.0,223.0,0.0,0.0
경상남도,남해군,"한려해상국립공원 금산(등산로입구,두모마을)",내국인,,,36209.0,25605.0,25599.0,29776.0
경상남도,남해군,한려해상국립공원 금산(복곡주차장),내국인,,,628902.0,492551.0,488894.0,554148.0
경상남도,남해군,해오름예술촌,내국인,,,29516.0,2718.0,0.0,0.0
경상남도,하동군,구재봉 자연휴양림,내국인,26841.0,17389.0,22228.0,16591.0,21215.0,19635.0
경상남도,하동군,금오산 스윙점프,내국인,,427.0,347.0,0.0,0.0,
경상남도,하동군,금오산 짚와이어,내국인,,39395.0,39815.0,42359.0,60926.0,58744.0
경상남도,하동군,삼성궁,내국인,194013.0,131474.0,190195.0,228231.0,203014.0,238698.0
경상남도,하동군,삼성궁,외국인,699.0,1801.0,971.0,193.0,275.0,256.0
경상남도,하동군,지리산생태과학관,내국인,44304.0,55447.0,57782.0,3493.0,10519.0,17788.0
경상남도,하동군,지리산생태과학관,외국인,20.0,0.0,31.0,0.0,1.0,0.0
경상남도,하동군,지리산쌍계사,내국인,335729.0,229429.0,176889.0,250513.0,283981.0,393846.0
경상남도,하동군,지리산쌍계사,외국인,5846.0,4953.0,5030.0,629.0,760.0,303.0
경상남도,하동군,최참판댁,내국인,468690.0,403317.0,369649.0,359175.0,432681.0,336078.0
경상남도,하동군,최참판댁,외국인,687.0,1958.0,426.0,87.0,23.0,10.0
경상남도,하동군,하동군 청소년수련원,내국인,17722.0,14198.0,11894.0,3070.0,398.0,6168.0
경상남도,하동군,하동레일파크,내국인,,55793.0,49342.0,53192.0,44648.0,51791.0
경상남도,하동군,하동야생차박물관,내국인,42337.0,71866.0,55907.0,14409.0,13636.0,50406.0
경상남도,하동군,화개장터,내국인,1260059.0,1064698.0,1069185.0,714024.0,783457.0,940677.0
경상남도,산청군,목면시배유지,내국인,20623.0,16749.0,27170.0,10205.0,5882.0,11662.0
경상남도,산청군,목면시배유지,외국인,0.0,0.0,0.0,0.0,0.0,0.0
경상남도,산청군,산청한의학박물관,내국인,210533.0,200980.0,179296.0,51806.0,45760.0,66696.0
경상남도,산청군,산청한의학박물관,외국인,65.0,1666.0,968.0,0.0,0.0,0.0
경상남도,산청군,지리산국립공원(거림),내국인,21083.0,21713.0,17499.0,7565.0,5290.0,11280.0
경상남도,산청군,지리산국립공원(내원),내국인,49238.0,63592.0,58193.0,68116.0,64746.0,57157.0
경상남도,산청군,지리산국립공원(유평),내국인,284015.0,299233.0,291537.0,207571.0,57990.0,73999.0
경상남도,산청군,지리산국립공원(중산리),내국인,136082.0,126236.0,94681.0,82079.0,36648.0,81632.0
경상남도,함양군,남계서원,내국인,,,,,,42410.0
경상남도,함양군,농월정관광지,내국인,,,,,,85096.0
경상남도,함양군,마천 추성계곡,내국인,,,,,,99841.0
경상남도,함양군,선비문화탐방로,내국인,,,,,,407874.0
경상남도,함양군,용추계곡(기백산군립공원),내국인,,,,,,101201.0
경상남도,함양군,지곡 개평한옥마을,내국인,,,,,,44907.0
경상남도,함양군,지리산국립공원(백무동계곡),내국인,125178.0,113580.0,114510.0,41191.0,46257.0,73102.0
경상남도,함양군,함양상림,내국인,879310.0,834570.0,804066.0,579540.0,453821.0,267728.0
경상남도,거창군,가남정보화마을,내국인,3579.0,4093.0,12137.0,398.0,,
경상남도,거창군,가남정보화마을,외국인,40.0,0.0,1.0,6.0,,
경상남도,거창군,가조온천관광지(백두산천지온천),내국인,273371.0,303937.0,312054.0,170990.0,135517.0,196626.0
경상남도,거창군,가조온천관광지(백두산천지온천),외국인,260.0,0.0,,,,
경상남도,거창군,거기애사과마을,내국인,2887.0,20.0,,,,
경상남도,거창군,거기애사과마을,외국인,0.0,0.0,,,,
경상남도,거창군,금원산자연휴양림,내국인,89578.0,97123.0,89090.0,42863.0,44361.0,59313.0
경상남도,거창군,금원산자연휴양림,외국인,0.0,0.0,,,,
경상남도,거창군,서변정보화마을,내국인,4592.0,2368.0,1963.0,622.0,,
경상남도,거창군,서변정보화마을,외국인,0.0,150.0,130.0,980.0,,
경상남도,거창군,솔향기돌담마을,내국인,1001.0,0.0,,,,
경상남도,거창군,솔향기돌담마을,외국인,0.0,0.0,,,,
경상남도,거창군,수승대관광지,내국인,138317.0,175415.0,7756.0,38418.0,42599.0,28111.0
경상남도,거창군,수승대관광지,외국인,0.0,0.0,,,,
경상남도,거창군,숲옛마을,내국인,3421.0,4256.0,2089.0,304.0,,
경상남도,거창군,숲옛마을,외국인,0.0,6.0,0.0,0.0,,
경상남도,거창군,월성청소년수련원,내국인,11890.0,14993.0,12984.0,985.0,,
경상남도,거창군,월성청소년수련원,외국인,0.0,0.0,0.0,0.0,,
경상남도,거창군,하늘비단마을,내국인,1967.0,3072.0,3399.0,185.0,,
경상남도,거창군,하늘비단마을,외국인,0.0,0.0,0.0,0.0,,
경상남도,거창군,항노화 힐링랜드,내국인,,,,,145878.0,209578.0
경상남도,거창군,황금원숭이마을,내국인,7081.0,5917.0,5501.0,556.0,,
경상남도,거창군,황금원숭이마을,외국인,0.0,0.0,0.0,0.0,,
경상남도,합천군,가야산국립공원(해인사),내국인,747683.0,560531.0,535956.0,383525.0,367356.0,430609.0
경상남도,합천군,가야산국립공원(해인사),외국인,17301.0,81007.0,21405.0,0.0,0.0,0.0
경상남도,합천군,대장경 테마파크,내국인,,,,45931.0,128187.0,107002.0
경상남도,합천군,영암사지,내국인,,,,28773.0,22670.0,12731.0
경상남도,합천군,오도산자연휴양림,내국인,58362.0,39352.0,34635.0,61309.0,98868.0,95120.0
경상남도,합천군,오도산자연휴양림,외국인,0.0,4.0,0.0,0.0,0.0,0.0
경상남도,합천군,합천박물관,내국인,31941.0,29991.0,31143.0,7354.0,12366.0,22427.0
경상남도,합천군,합천박물관,외국인,40.0,69.0,0.0,0.0,4.0,0.0
경상남도,합천군,합천영상테마파크,내국인,547168.0,409665.0,417043.0,178764.0,217690.0,237724.0
경상남도,합천군,합천영상테마파크,외국인,641.0,0.0,10.0,43.0,0.0,0.0
경상남도,합천군,황매산군립공원,내국인,529153.0,292401.0,799246.0,343543.0,541090.0,618855.0
경상남도,합천군,회양 관광지,내국인,,,,447544.0,120682.0,172872.0
